pzem.voltage,ina3221.battery.voltage,ina3221.battery.current_ma,system.rssi,system.free_heap,system.cpu_temp,si7021.temperature
217.3,8.104,-230.8,-85,194056,43.6,31.97947
217.2,8.104,-230.8,-81,194056,43.6,31.99019
217.2,8.104,-231.2,-87,194056,43.6,31.97947
217.2,8.104,-230.8,-82,194056,43.6,31.99019
221.0,8.104,-230.8,-83,194056,43.6,31.97947
222.2,8.104,-230.4,-80,194056,43.6,32.00092
222.2,8.104,-230.0,-79,194056,43.6,31.97947
222.1,8.104,-230.0,-83,194056,43.6,31.99019
220.4,8.104,-230.4,-84,194056,43.6,31.99019
220.5,8.112,-230.8,-84,194056,43.6,31.99019
220.6,8.112,-231.2,-79,194056,43.6,31.99019
220.6,8.112,-230.8,-84,194056,43.6,32.01164
220.3,8.112,-230.4,-81,194056,43.6,32.01164
220.3,8.112,-229.6,-80,194056,43.6,32.01164
218.3,8.112,-230.8,-81,194056,43.6,32.03309
220.3,8.112,-230.0,-80,192484,43.6,32.04382
220.5,8.112,-230.4,-84,194056,43.6,32.04382
220.6,8.112,-231.2,-84,194056,43.6,32.05454
221.1,8.112,-230.4,-79,194056,43.6,32.05454
222.6,8.112,-230.0,-74,194064,43.6,32.06527
222.4,8.112,-230.0,-81,194056,43.6,32.07599
219.3,8.112,-228.8,-73,194056,43.6,32.07599
219.7,8.112,-229.2,-73,194056,43.6,32.07599
219.5,8.112,-229.2,-73,194056,43.6,32.07599
219.6,8.112,-228.8,-74,194056,43.6,32.07599
219.3,8.112,-230.0,-74,194056,43.6,32.08672
219.2,8.112,-229.6,-77,194056,43.6,32.09744
219.3,8.112,-229.2,-75,194056,43.6,32.08672
219.2,8.112,-230.0,-76,194064,43.6,32.09744
219.1,8.112,-229.2,-77,194056,43.6,32.08672
222.3,8.112,-230.0,-78,194056,43.6,32.09744
222.1,8.112,-229.6,-83,194064,43.6,32.09744
222.1,8.112,-229.2,-77,194064,43.6,32.10817
222.1,8.112,-230.0,-76,194064,43.6,32.10817
221.9,8.112,-229.2,-77,191532,43.6,32.11889
221.8,8.112,-230.0,-80,194064,43.6,32.12962
221.3,8.112,-230.0,-80,194064,43.6,32.14034
219.7,8.112,-228.8,-78,194064,43.6,32.15107
219.8,8.112,-230.0,-81,194064,43.6,32.14034
219.9,8.112,-230.0,-87,194064,43.6,32.16179
219.4,8.112,-229.2,-75,194064,43.6,32.16179
218.1,8.112,-229.2,-74,194064,43.6,32.16179
217.2,8.12,-230.0,-81,194064,43.6,32.17252
216.8,8.112,-229.2,-77,194064,43.6,32.17252
217.2,8.12,-229.2,-78,194064,43.6,32.18324
216.4,8.112,-229.6,-78,194064,43.6,32.18324
215.6,8.12,-230.0,-77,194064,43.6,32.18324
215.7,8.12,-230.0,-78,194064,43.6,32.18324
215.5,8.12,-230.0,-79,194064,43.6,32.2047
215.4,8.12,-230.4,-80,194064,43.6,32.2047
215.6,8.12,-230.4,-79,194064,43.6,32.2047
215.1,8.12,-230.0,-78,194064,43.6,32.2047
215.2,8.12,-231.2,-78,194064,43.6,32.21542
215.1,8.12,-229.6,-79,194064,43.6,32.22615
215.0,8.12,-230.0,-81,194064,43.6,32.22615
218.2,8.12,-231.2,-80,194064,43.6,32.23687
218.4,8.12,-230.4,-78,194064,43.6,32.2476
218.4,8.12,-230.4,-78,194064,43.6,32.25832
218.5,8.12,-230.0,-78,194064,43.6,32.26905
218.4,8.12,-230.4,-77,194064,43.6,32.26905
216.6,8.12,-231.2,-81,194064,43.6,32.27977
216.5,8.12,-231.2,-77,194064,43.6,32.27977
216.4,8.112,-223.6,-80,192484,43.6,32.2905
216.4,8.12,-230.4,-78,194056,43.6,32.27977
216.0,8.12,-232.0,-77,194056,43.6,32.27977
216.1,8.12,-230.8,-77,194056,43.6,32.2905
216.2,8.12,-228.0,-79,194064,43.6,32.32267
216.3,8.12,-225.6,-77,194056,43.6,32.31195
216.2,8.12,-231.2,-79,194056,43.6,32.3334
216.2,8.12,-229.6,-77,194056,43.6,32.3334
216.3,8.12,-230.4,-76,194056,43.6,32.3334
216.3,8.12,-230.0,-81,194056,43.6,32.3334
216.3,8.12,-230.8,-78,194056,43.6,32.3334
218.1,8.12,-229.6,-78,194056,43.6,32.34412
218.2,8.128,-230.0,-76,194056,43.6,32.35485
218.3,8.128,-230.8,-78,194056,43.6,32.34412
218.2,8.128,-230.4,-76,194056,43.6,32.36557
218.2,8.128,-230.4,-78,194056,43.6,32.35485
218.1,8.128,-229.6,-80,194056,43.6,32.35485
218.0,8.128,-230.0,-77,194056,43.6,32.36557
217.8,8.128,-230.8,-76,194056,43.6,32.36557
217.4,8.128,-230.4,-81,194056,43.6,32.38702
217.4,8.128,-230.0,-76,194056,43.6,32.39775
217.1,8.128,-230.8,-79,194056,43.6,32.39775
217.2,8.128,-230.4,-79,192484,43.6,32.38702
217.2,8.128,-229.6,-80,194056,43.6,32.40847
217.1,8.128,-231.6,-81,194056,43.6,32.42992
217.1,8.128,-230.8,-81,194056,43.6,32.42992
217.3,8.128,-229.6,-80,194056,43.6,32.42992
217.5,8.128,-230.8,-80,194056,43.6,32.44065
217.4,8.128,-230.8,-79,194056,43.6,32.45137
217.1,8.128,-231.2,-81,194056,43.6,32.45137
217.2,8.128,-231.6,-83,194056,43.6,32.44065
216.8,8.128,-230.8,-81,194056,43.6,32.45137
215.6,8.128,-231.2,-78,194056,44.6,32.45137
215.6,8.128,-230.8,-81,194056,43.6,32.45137
215.7,8.128,-231.6,-78,194056,43.6,32.47282
215.8,8.128,-230.8,-79,194064,43.6,32.47282
215.9,8.128,-230.4,-78,194056,43.6,32.4621
216.0,8.128,-232.0,-80,194056,43.6,32.47282
216.0,8.136,-231.6,-80,194056,43.6,32.48355
216.0,8.136,-232.0,-81,194056,43.6,32.49427
216.3,8.136,-231.6,-82,194056,43.6,32.505
216.2,8.12,-220.0,-76,194052,44.6,32.505
216.2,8.128,-231.2,-78,194056,43.6,32.505
216.1,8.136,-230.4,-76,194056,43.6,32.52645
216.0,8.128,-221.6,-80,192484,43.6,32.52645
215.1,8.136,-231.2,-77,194056,43.6,32.51572
215.1,8.136,-230.8,-77,194056,43.6,32.53717
215.2,8.136,-231.2,-79,194056,43.6,32.5479
215.3,8.136,-232.4,-77,194008,43.6,32.55862
215.4,8.136,-231.2,-82,194056,43.6,32.56935
215.5,8.136,-230.8,-79,194056,43.6,32.58007
215.0,8.136,-232.0,-78,194064,43.6,32.56935
215.5,8.136,-233.2,-77,194056,43.6,32.58007
217.8,8.136,-229.2,-77,194056,43.6,32.56935
217.9,8.136,-232.8,-78,194056,43.6,32.55862
218.5,8.136,-231.6,-79,194056,43.6,32.55862
218.5,8.136,-232.0,-78,194056,43.6,32.56935
218.8,8.136,-232.0,-81,194056,44.6,32.5908
217.6,8.136,-230.4,-89,194056,43.6,32.5908
218.6,8.136,-230.4,-79,194056,43.6,32.5908
218.7,8.136,-230.0,-71,194056,43.6,32.58007
218.6,8.136,-231.6,-75,194056,43.6,32.60152
219.1,8.136,-231.2,-74,194008,43.6,32.60152
220.0,8.136,-232.0,-64,194064,43.6,32.5908
220.6,8.136,-232.0,-70,194016,44.6,32.5908
220.8,8.144,-231.2,-74,194064,43.6,32.5908
221.1,8.128,-220.8,-67,194064,44.6,32.60152
221.1,8.128,-220.8,-73,194056,43.6,32.5908
220.7,8.144,-233.6,-72,194056,44.6,32.60152
220.2,8.128,-219.2,-71,192484,43.6,32.5908
220.8,8.144,-232.0,-72,194056,44.6,32.5908
221.0,8.144,-233.2,-75,194008,43.6,32.5908
221.3,8.136,-227.6,-70,194056,43.6,32.60152
221.3,8.144,-231.6,-71,194064,43.6,32.58007
220.2,8.136,-229.2,-65,194064,43.6,32.5908
219.4,8.144,-232.4,-68,194064,43.6,32.5908
219.5,8.144,-232.4,-70,194056,43.6,32.5908
219.5,8.144,-232.4,-68,194056,43.6,32.58007
219.0,8.144,-230.8,-70,194008,43.6,32.5908
219.1,8.144,-232.8,-71,194056,44.6,32.5908
219.6,8.144,-233.2,-70,194056,43.6,32.5908
219.8,8.144,-231.6,-71,194056,43.6,32.5908
219.7,8.144,-232.8,-69,194056,44.6,32.5908
219.8,8.144,-233.2,-70,194056,43.6,32.5908
219.7,8.144,-232.8,-70,194056,43.6,32.60152
219.8,8.144,-231.6,-70,194056,43.6,32.5908
219.4,8.144,-233.2,-71,194056,43.6,32.5908
219.5,8.144,-232.8,-70,194056,43.6,32.60152
219.5,8.136,-220.0,-70,194056,44.6,32.61225
219.8,8.144,-233.6,-70,194056,43.6,32.60152
219.9,8.144,-230.4,-70,194056,43.6,32.62297
221.5,8.136,-218.8,-70,192484,43.6,32.6337
222.1,8.144,-232.0,-70,194064,43.6,32.6337
222.0,8.152,-234.0,-69,194064,43.6,32.62297
222.0,8.144,-232.8,-77,194016,43.6,32.6337
221.8,8.152,-233.6,-73,194064,43.6,32.6337
221.9,8.152,-233.2,-75,194056,43.6,32.6337
222.5,8.152,-233.2,-78,194056,43.6,32.62297
222.7,8.152,-232.4,-74,194056,43.6,32.62297
221.6,8.152,-232.0,-74,194056,43.6,32.6337
222.3,8.144,-226.4,-73,194056,44.6,32.61225
222.4,8.152,-231.6,-72,194056,43.6,32.60152
222.3,8.152,-232.8,-74,194056,43.6,32.61225
222.6,8.152,-232.4,-72,194056,44.6,32.62297
222.8,8.152,-232.0,-74,194056,44.6,32.61225
222.9,8.152,-233.2,-74,194056,43.6,32.61225
223.0,8.152,-233.2,-65,194056,43.6,32.61225
223.0,8.152,-234.0,-69,194056,44.6,32.62297
223.0,8.152,-232.8,-68,194056,43.6,32.61225
222.9,8.152,-233.6,-75,194056,43.6,32.62297
222.7,8.152,-230.8,-75,194044,44.6,32.6337
222.7,8.152,-234.0,-75,194056,43.6,32.62297
222.9,8.152,-233.2,-73,194056,43.6,32.6337
222.2,8.144,-218.0,-74,192484,43.6,32.64442
220.5,8.152,-233.2,-73,194056,44.6,32.6337
220.5,8.152,-232.8,-71,194056,43.6,32.6337
220.6,8.152,-233.6,-74,194056,43.6,32.6337
220.9,8.152,-233.2,-73,194056,43.6,32.64442
221.0,8.152,-232.8,-73,194056,43.6,32.64442
220.8,8.152,-225.6,-72,194056,44.6,32.64442
220.7,8.152,-230.0,-74,194056,43.6,32.65515
221.5,8.16,-233.6,-72,194056,43.6,32.65515
221.0,8.16,-232.4,-72,194056,43.6,32.65515
221.0,8.16,-234.0,-73,194064,43.6,32.66587
221.3,8.16,-232.4,-73,194064,43.6,32.65515
221.3,8.16,-233.6,-72,194064,43.6,32.6766
221.0,8.16,-233.6,-70,194056,44.6,32.6766
220.8,8.16,-232.0,-72,194056,43.6,32.66587
220.5,8.16,-233.2,-72,194056,43.6,32.66587
220.4,8.16,-231.2,-72,194056,43.6,32.6766
220.5,8.16,-233.2,-71,194056,43.6,32.6766
220.7,8.16,-232.8,-71,194056,43.6,32.6766
220.1,8.152,-223.2,-71,194056,44.6,32.68732
220.2,8.16,-232.8,-72,194056,43.6,32.69805
220.1,8.16,-231.2,-73,194056,43.6,32.69805
220.3,8.144,-216.8,-71,192484,43.6,32.70877
220.0,8.16,-231.6,-71,194056,43.6,32.70877
219.9,8.16,-233.2,-72,194056,43.6,32.7195
219.8,8.16,-232.8,-71,194056,43.6,32.70877
220.2,8.16,-234.0,-72,194056,43.6,32.70877
219.9,8.16,-233.2,-72,194056,43.6,32.7195
219.3,8.16,-231.2,-73,194056,43.6,32.70877
219.2,8.16,-233.6,-74,194056,43.6,32.70877
219.7,8.16,-231.6,-74,194056,43.6,32.69805
219.4,8.16,-233.2,-73,194056,43.6,32.70877
219.4,8.16,-232.4,-72,194056,43.6,32.70877
219.3,8.168,-233.2,-72,194056,43.6,32.7195
220.0,8.168,-232.4,-71,194056,43.6,32.7195
219.8,8.168,-232.0,-72,194064,43.6,32.7195
219.9,8.168,-232.4,-70,194056,43.6,32.73022
219.9,8.16,-232.0,-71,194056,43.6,32.73022
220.3,8.168,-233.2,-71,194056,43.6,32.73022
220.3,8.16,-230.4,-72,194056,43.6,32.74095
220.3,8.168,-234.0,-71,194056,43.6,32.73022
220.1,8.168,-231.2,-71,194056,44.6,32.75167
219.6,8.168,-232.0,-72,194056,43.6,32.7624
219.7,8.168,-231.6,-72,194008,43.6,32.75167
219.6,8.168,-234.0,-72,192484,43.6,32.7624
220.0,8.168,-229.6,-72,194056,43.6,32.77312
219.8,8.168,-230.0,-71,194056,43.6,32.7624
219.6,8.168,-232.4,-70,194056,43.6,32.75167
219.9,8.168,-231.2,-69,194056,43.6,32.75167
219.9,8.168,-231.6,-70,194056,43.6,32.7624
220.7,8.168,-231.6,-73,194056,43.6,32.77312
220.3,8.168,-232.0,-70,194056,43.6,32.7624
220.2,8.168,-231.6,-72,194008,43.6,32.78385
220.7,8.168,-232.8,-71,194056,43.6,32.7624
221.2,8.168,-230.0,-72,194056,44.6,32.77312
220.9,8.168,-229.2,-71,194056,43.6,32.79457
221.1,8.168,-226.8,-71,194056,44.6,32.79457
221.1,8.168,-229.6,-70,194056,44.6,32.79457
220.5,8.16,-215.6,-69,194056,43.6,32.78385
220.2,8.168,-229.6,-72,194056,43.6,32.79457
220.3,8.16,-220.8,-71,194044,44.6,32.79457
220.2,8.16,-220.4,-72,194056,44.6,32.78385
220.4,8.16,-222.4,-72,194056,43.6,32.79457
220.6,8.152,-214.0,-71,192484,44.6,32.78385
221.0,8.16,-219.2,-70,194056,43.6,32.78385
220.7,8.152,-206.8,-70,194056,43.6,32.79457
218.5,8.168,-228.0,-70,194056,43.6,32.77312
218.4,8.168,-230.0,-70,194056,43.6,32.78385
218.0,8.144,-200.0,-72,194056,43.6,32.79457
218.7,8.144,-202.4,-72,194056,43.6,32.78385
218.8,8.16,-216.4,-72,194056,43.6,32.78385
218.0,8.168,-229.2,-72,194056,43.6,32.77312
217.5,8.168,-230.4,-72,194056,43.6,32.7624
216.6,8.168,-229.2,-72,194056,43.6,32.7624
216.7,8.152,-208.8,-71,194056,43.6,32.7624
216.8,8.16,-222.4,-72,194056,43.6,32.77312
216.7,8.16,-218.0,-72,194056,43.6,32.7624
215.3,8.168,-228.4,-72,194056,43.6,32.77312
216.9,8.136,-188.4,-72,194056,43.6,32.78385
216.6,8.152,-206.4,-72,191576,45.6,32.78385
216.9,8.144,-195.6,-70,194056,43.6,32.79457
215.5,8.152,-208.8,-72,194056,43.6,32.78385
216.1,8.144,-196.4,-72,194056,43.6,32.78385
216.1,8.144,-199.6,-70,194056,43.6,32.79457
216.1,8.152,-208.8,-73,194056,43.6,32.79457
215.1,8.136,-188.4,-72,194056,43.6,32.79457
216.1,8.152,-212.4,-72,194056,44.6,32.78385
217.4,8.144,-197.2,-71,194056,43.6,32.78385
217.6,8.152,-210.8,-70,194056,43.6,32.77312
218.0,8.168,-228.0,-73,194056,43.6,32.78385
217.7,8.152,-209.2,-69,194056,43.6,32.77312
216.3,8.144,-200.0,-71,194056,43.6,32.78385
216.5,8.168,-222.4,-69,194056,43.6,32.78385
216.3,8.152,-208.8,-70,194056,43.6,32.77312
216.6,8.136,-187.2,-72,194056,43.6,32.7624
216.2,8.12,-169.6,-69,194056,44.6,32.77312
216.4,8.136,-185.2,-71,194056,43.6,32.78385
215.4,8.136,-185.6,-71,194056,43.6,32.78385
215.2,8.128,-181.2,-70,194056,44.6,32.78385
215.2,8.136,-190.4,-72,194056,43.6,32.79457
215.4,8.136,-188.4,-71,194056,43.6,32.78385
216.2,8.128,-180.8,-72,192484,43.6,32.79457
216.4,8.152,-206.0,-72,194056,43.6,32.79457
216.4,8.136,-183.6,-81,194056,43.6,32.79457
217.6,8.144,-200.0,-81,194056,43.6,32.8053
217.3,8.144,-195.6,-78,194056,43.6,32.8053
217.3,8.136,-189.2,-79,194056,43.6,32.8053
217.3,8.144,-196.0,-81,194056,43.6,32.8053
217.2,8.136,-186.0,-81,194056,43.6,32.8053
217.3,8.136,-184.8,-77,194056,45.6,32.81602
217.5,8.128,-178.0,-80,194056,43.6,32.81602
216.9,8.144,-192.8,-80,194056,43.6,32.8053
215.8,8.144,-190.0,-78,194056,43.6,32.81602
216.1,8.136,-185.6,-80,194056,43.6,32.8053
216.2,8.144,-199.2,-80,194056,43.6,32.8053
217.6,8.136,-185.6,-79,194056,43.6,32.79457
217.2,8.136,-182.8,-82,194056,43.6,32.8053
215.7,8.136,-183.6,-80,194056,43.6,32.8053
216.5,8.144,-195.2,-80,194056,43.6,32.81602
216.6,8.136,-186.8,-75,194056,43.6,32.8053
216.2,8.136,-182.4,-76,194056,43.6,32.79457
215.6,8.152,-202.4,-78,194056,43.6,32.78385
216.8,8.136,-186.8,-76,194056,43.6,32.78385
216.4,8.136,-187.2,-78,194056,43.6,32.78385
216.5,8.136,-184.4,-77,194056,43.6,32.78385
216.2,8.136,-188.0,-78,194056,44.6,32.78385
216.2,8.136,-187.2,-78,194056,44.6,32.77312
216.1,8.144,-192.0,-78,194056,43.6,32.78385
214.9,8.136,-187.6,-79,194056,43.6,32.81602
215.1,8.136,-180.8,-77,194052,44.6,32.8053
214.9,8.168,-216.8,-78,194056,43.6,32.81602
214.9,8.144,-187.6,-78,194056,43.6,32.8053
215.9,8.136,-183.2,-78,192484,44.6,32.81602
215.9,8.136,-183.2,-79,194056,43.6,32.81602
214.9,8.136,-185.6,-79,194056,43.6,32.81602
214.8,8.136,-178.8,-80,194056,43.6,32.8053
214.9,8.128,-168.0,-73,194056,43.6,32.82675
215.1,8.152,-204.4,-74,194056,43.6,32.83747
215.6,8.136,-178.8,-71,194056,43.6,32.8053
217.7,8.144,-187.6,-71,194008,44.6,32.81602
217.6,8.128,-172.4,-71,194056,43.6,32.81602
217.9,8.144,-188.0,-71,194056,43.6,32.81602
217.9,8.136,-185.2,-72,194056,43.6,32.8053
218.0,8.136,-177.6,-74,194056,43.6,32.8053
218.5,8.144,-194.4,-70,194056,43.6,32.81602
217.3,8.12,-156.4,-70,194056,44.6,32.8053
217.2,8.128,-175.6,-71,194056,43.6,32.8053
217.1,8.128,-176.8,-70,194056,43.6,32.8053
216.3,8.12,-159.6,-70,194056,43.6,32.8053
219.3,8.128,-176.0,-74,194056,43.6,32.77312
219.3,8.16,-213.2,-73,194056,43.6,32.77312
219.5,8.136,-176.8,-73,194056,44.6,32.75167
220.0,8.112,-155.6,-72,194056,43.6,32.7624
219.8,8.128,-170.0,-73,194008,43.6,32.7624
219.7,8.152,-201.2,-71,192484,43.6,32.7624
219.8,8.12,-157.2,-71,194056,43.6,32.75167
219.5,8.12,-162.8,-70,194056,43.6,32.74095
218.2,8.112,-154.8,-70,194056,43.6,32.7624
217.9,8.144,-189.2,-70,194064,43.6,32.75167
218.0,8.12,-155.6,-70,194064,43.6,32.74095
217.9,8.136,-176.4,-70,194016,44.6,32.74095
218.0,8.136,-180.0,-74,194064,43.6,32.75167
218.1,8.12,-156.4,-77,194008,44.6,32.74095
218.4,8.136,-181.6,-76,194056,43.6,32.75167
218.6,8.12,-154.4,-71,194056,43.6,32.7624
218.7,8.144,-190.0,-72,194056,43.6,32.75167
218.2,8.128,-165.2,-58,194056,44.6,32.75167
218.4,8.12,-156.4,-61,194056,44.6,32.74095
218.8,8.128,-164.4,-65,194056,43.6,32.74095
217.7,8.12,-156.0,-66,194056,43.6,32.75167
217.7,8.128,-166.8,-63,194056,44.6,32.74095
217.5,8.12,-157.2,-61,194056,43.6,32.74095
217.7,8.144,-188.0,-63,194056,43.6,32.75167
218.9,8.12,-162.8,-65,194056,43.6,32.7624
219.3,8.128,-173.6,-63,194008,43.6,32.7624
219.0,8.12,-158.8,-63,194056,43.6,32.74095
219.0,8.136,-174.4,-65,192484,44.6,32.74095
219.6,8.128,-163.6,-65,194056,43.6,32.75167
219.8,8.128,-164.0,-64,194056,44.6,32.77312
219.7,8.128,-171.2,-66,192480,43.6,32.7624
219.7,8.12,-153.6,-66,190908,43.6,32.77312
219.9,8.128,-168.0,-66,194056,43.6,32.77312
220.0,8.12,-153.2,-64,194064,43.6,32.7624
220.2,8.12,-153.6,-65,194056,43.6,32.77312
220.2,8.12,-157.2,-67,194056,43.6,32.77312
219.2,8.112,-151.6,-65,194056,43.6,32.77312
219.1,8.12,-164.4,-65,194056,43.6,32.77312
219.1,8.12,-153.2,-66,190908,43.6,32.77312
220.6,8.128,-167.2,-67,192484,43.6,32.78385
221.9,8.112,-152.0,-65,194056,43.6,32.79457
221.5,8.112,-151.6,-66,194056,43.6,32.79457
221.5,8.128,-165.6,-66,194056,43.6,32.8053
221.8,8.12,-153.6,-65,194056,43.6,32.81602
221.6,8.128,-172.8,-65,194056,43.6,32.8053
221.5,8.12,-153.2,-67,194056,43.6,32.81602
221.5,8.128,-163.6,-64,194056,43.6,32.81602
222.3,8.12,-153.6,-65,194056,43.6,32.81602
221.4,8.12,-154.8,-62,194008,43.6,32.82675
221.4,8.12,-152.0,-62,194056,43.6,32.81602
221.4,8.12,-154.8,-62,194056,43.6,32.81602
221.6,8.12,-159.6,-62,194056,43.6,32.8053
219.6,8.12,-155.2,-63,191528,45.6,32.8053
219.8,8.128,-163.6,-63,194056,43.6,32.81602
220.6,8.12,-152.4,-63,194056,43.6,32.81602
221.8,8.12,-151.2,-63,194056,43.6,32.82675
221.8,8.12,-151.2,-64,194056,44.6,32.81602
222.0,8.12,-150.0,-64,194056,43.6,32.81602
221.4,8.12,-160.4,-63,194056,43.6,32.79457
221.7,8.112,-149.2,-63,194056,43.6,32.8053
221.3,8.128,-161.2,-65,194056,43.6,32.79457
221.1,8.12,-150.0,-63,194056,43.6,32.78385
221.4,8.128,-163.6,-63,194056,43.6,32.78385
221.4,8.12,-152.0,-62,194056,43.6,32.78385
219.9,8.12,-152.4,-65,194056,43.6,32.78385
220.1,8.12,-158.8,-64,194044,43.6,32.77312
220.4,8.12,-151.2,-64,192480,43.6,32.7624
221.4,8.12,-158.4,-64,190908,43.6,32.77312
222.6,8.136,-171.2,-64,192484,44.6,32.77312
222.6,8.128,-165.6,-64,190912,43.6,32.7624
223.0,8.112,-145.6,-62,194056,43.6,32.7624
223.0,8.112,-144.8,-63,193432,43.6,32.7624
222.3,8.112,-147.6,-63,193692,43.6,32.7624
222.6,8.12,-151.2,-64,193692,43.6,32.7624
222.4,8.112,-147.2,-62,190548,43.6,32.7624
222.7,8.12,-150.0,-63,193692,43.6,32.7624
223.0,8.112,-146.0,-64,192120,43.6,32.77312
222.2,8.128,-163.2,-62,193692,43.6,32.7624
221.8,8.12,-148.4,-62,190548,43.6,32.77312
222.2,8.136,-171.6,-61,193692,44.6,32.78385
222.2,8.12,-152.8,-62,193692,43.6,32.77312
223.4,8.12,-148.0,-62,193692,43.6,32.78385
223.4,8.128,-166.0,-63,192112,44.6,32.78385
223.5,8.12,-147.2,-62,193692,43.6,32.77312
222.5,8.12,-150.0,-64,193692,43.6,32.7624
222.1,8.12,-146.4,-62,192120,43.6,32.78385
222.9,8.12,-148.4,-62,190548,43.6,32.77312
223.0,8.12,-146.8,-63,193692,43.6,32.77312
223.0,8.12,-152.8,-62,193692,43.6,32.78385
222.5,8.12,-151.2,-61,193692,43.6,32.79457
220.8,8.128,-166.8,-61,192064,45.6,32.79457
222.6,8.128,-156.8,-63,193684,43.6,32.78385
222.6,8.12,-147.2,-63,193684,43.6,32.79457
221.3,8.128,-160.0,-61,193684,43.6,32.78385
221.3,8.128,-155.6,-61,193692,43.6,32.77312
221.0,8.12,-147.6,-62,193692,43.6,32.77312
221.4,8.12,-148.4,-61,193692,43.6,32.77312
222.4,8.12,-144.0,-62,193692,43.6,32.77312
222.4,8.12,-149.2,-63,193692,43.6,32.77312
222.4,8.12,-148.0,-61,192120,43.6,32.77312
222.5,8.12,-152.4,-61,190548,43.6,32.75167
222.9,8.112,-142.4,-63,193692,43.6,32.7624
222.3,8.12,-147.2,-63,193692,43.6,32.75167
222.5,8.12,-146.4,-62,193692,43.6,32.7624
222.5,8.12,-147.2,-62,193692,44.6,32.77312
222.2,8.12,-148.4,-63,193692,43.6,32.7624
222.2,8.12,-144.8,-61,193692,43.6,32.77312
222.5,8.12,-149.2,-61,193692,43.6,32.79457
222.4,8.112,-141.6,-62,193692,43.6,32.77312
222.5,8.12,-146.0,-61,193692,43.6,32.78385
221.2,8.136,-164.8,-61,192112,43.6,32.78385
221.2,8.12,-144.4,-63,192112,43.6,32.78385
221.1,8.12,-147.2,-63,193692,43.6,32.78385
222.6,8.12,-145.6,-65,193692,43.6,32.78385
222.8,8.12,-150.8,-62,193692,45.6,32.77312
222.5,8.12,-143.2,-63,193692,43.6,32.77312
222.7,8.12,-143.6,-62,192120,43.6,32.78385
222.6,8.12,-143.2,-63,191204,44.6,32.77312
222.6,8.12,-144.4,-61,193692,43.6,32.7624
222.7,8.12,-142.4,-63,193692,43.6,32.7624
222.9,8.12,-141.2,-61,193692,43.6,32.78385
222.8,8.12,-144.0,-63,193692,43.6,32.77312
222.6,8.12,-142.4,-62,193692,43.6,32.77312
222.8,8.12,-140.0,-59,193692,43.6,32.78385
222.8,8.12,-139.2,-64,193692,43.6,32.78385
222.9,8.12,-141.6,-66,193692,43.6,32.78385
222.9,8.12,-144.0,-65,193692,43.6,32.78385
222.9,8.12,-143.2,-65,191164,44.6,32.75167
222.8,8.12,-146.4,-66,193692,43.6,32.7624
222.4,8.12,-140.4,-68,193692,43.6,32.75167
222.4,8.12,-142.8,-66,193692,43.6,32.75167
222.5,8.12,-142.4,-67,193692,43.6,32.75167
222.5,8.12,-142.4,-62,193692,43.6,32.7624
222.5,8.12,-140.0,-64,193692,43.6,32.75167
222.6,8.12,-138.4,-77,193692,44.6,32.75167
222.6,8.12,-142.0,-77,193692,43.6,32.75167
