pzem.voltage,ina3221.battery.voltage,ina3221.battery.current_ma,system.rssi,system.free_heap,system.cpu_temp,si7021.temperature
0.9054,7.2388,188.0424,-78.3405,194056.1352,43.5775,31.7726
1.7963,7.9507,189.1172,-78.8688,194057.822,43.5359,31.6262
216.7,8.28,1.2,-84.0,193676.0,41.6,30.84261
1.4293,7.9008,192.3214,-77.8574,194055.5031,43.747,31.625
219.8,8.128,-170.0,-73.0,194008.0,43.6,32.7624
224.9,8.288,1.2,-77.0,193672.0,43.6,31.96874
225.0,8.128,-116.0,-64.0,193676.0,43.6,32.8911
3.925,7.9574,190.2369,-78.6057,194055.3665,43.562,31.7645
224.6,8.288,1.2,-76.0,193672.0,42.6,30.79971
221.2,8.288,1.2,-81.0,193676.0,44.6,30.68173
226.2,8.288,1.2,-78.0,193672.0,41.6,30.77826
1.7775,7.5467,192.099,-77.4917,194056.6676,43.7964,31.5535
3.6885,7.6352,192.1602,-78.1395,194054.9457,43.5695,31.583
227.1,8.288,1.2,-74.0,193672.0,43.6,32.3334
228.3,8.288,1.2,-81.0,193676.0,42.6,31.87222
226.7,8.288,1.2,-76.0,193672.0,42.6,31.42176
0.2809,7.5826,190.4316,-78.36,194056.1918,43.5599,31.6659
225.1,8.288,1.2,-79.0,193672.0,42.6,31.41104
217.5,8.288,1.2,-74.0,191196.0,43.6,30.85333
226.6,8.288,1.2,-65.0,193672.0,43.6,32.42992
0.332,7.2447,189.989,-76.9823,194057.2231,43.7511,31.8572
225.8,8.288,1.2,-80.0,193672.0,42.6,31.20726
224.4,8.288,1.2,-80.0,193672.0,42.6,31.41104
1.1016,7.3954,189.0354,-77.9439,194055.5375,43.5325,31.6635
1.7777,7.8648,191.0956,-78.2023,194057.1916,43.5535,31.8635
3.9286,7.7183,188.761,-77.7736,194055.0421,43.6478,31.7712
225.9,8.288,1.2,-75.0,193672.0,42.6,32.10817
218.5,8.288,1.2,-78.0,193672.0,41.6,30.73536
226.7,8.28,1.2,-76.0,193672.0,43.6,31.97947
0.0925,7.514,189.4007,-77.543,194055.9108,43.3651,31.4014
227.0,8.288,1.2,-72.0,193672.0,43.6,32.15107
0.9119,7.716,187.3877,-77.4648,194057.8124,43.5893,31.6887
2.2336,7.4575,188.9296,-79.0292,194056.7776,43.5209,31.6042
220.4,8.12,-130.4,-70.0,193692.0,44.6,32.81602
225.8,8.288,1.2,-80.0,193676.0,44.6,30.56376
226.6,8.288,1.2,-76.0,193672.0,43.6,32.00092
0.0244,7.0567,187.9751,-78.4759,194055.3698,43.3939,31.7068
229.2,8.296,1.2,-64.0,192092.0,43.6,33.07343
216.7,8.16,-218.0,-72.0,194056.0,43.6,32.7624
224.9,8.288,1.2,-80.0,193672.0,43.6,31.95802
3.336,7.8601,186.8493,-78.1892,194057.6527,43.6421,31.6994
0.9816,7.6144,189.5723,-77.9623,194054.7402,43.585,31.7275
3.7052,7.304,187.9697,-77.9271,194056.7893,43.584,31.7114
220.4,8.296,1.2,-82.0,192104.0,44.6,30.70318
225.8,8.288,1.2,-81.0,193676.0,42.6,31.79714
229.0,8.152,-99.99999,-69.0,193676.0,45.6,32.95545
1.4526,7.4787,191.1463,-79.0236,194054.9998,43.8095,31.5709
3.8573,7.5484,192.4933,-78.3558,194054.7738,43.5346,31.8079
218.9,8.288,1.2,-83.0,193620.0,41.6,30.90696
226.7,8.288,1.2,-78.0,193672.0,43.6,32.06527
226.2,8.288,1.2,-80.0,193672.0,43.6,32.01164
222.3,8.288,1.2,-66.0,193672.0,43.6,32.82675
219.7,8.112,-228.8,-78.0,194064.0,43.6,32.15107
1.0873,7.4828,189.295,-77.5877,194055.3827,43.539,31.6426
220.0,8.288,1.2,-87.0,193672.0,43.6,30.89623
1.481,7.8396,192.9331,-77.6345,194056.6527,43.5408,31.659
4.3005,7.2727,191.7352,-78.3335,194055.4745,43.4239,31.8501
221.1,8.288,1.2,-82.0,193672.0,42.6,31.55046
217.9,8.288,1.2,-78.0,193676.0,41.6,30.71391
224.7,8.296,1.2,-83.0,193628.0,46.6,30.60666
1.0848,7.7842,188.3157,-77.6884,194056.5084,43.4773,31.6144
0.6255,7.8019,191.0938,-77.5933,194055.843,43.7459,31.6992
227.0,8.288,1.2,-72.0,193672.0,43.6,32.17252
2.986,7.6567,191.663,-78.3532,194056.1244,43.6271,31.6007
3.9989,7.6901,189.5618,-78.5792,194055.2763,43.6793,31.6879
3.9381,7.5183,194.6002,-77.1361,194056.1151,43.7729,31.892
227.7,8.288,1.2,-80.0,193672.0,43.6,32.08672
227.5,8.144,-102.0,-79.0,193676.0,44.6,32.88037
216.6,8.288,1.2,-76.0,193676.0,41.6,30.74608
222.3,8.288,1.2,-86.0,193676.0,42.6,31.34669
3.3259,7.0196,191.86,-78.0914,194055.9719,43.7172,31.5805
0.3625,7.2797,186.8774,-78.6484,194055.4989,43.6017,31.661
225.1,8.288,1.2,-79.0,193672.0,43.6,32.19397
0.4919,7.2216,187.2233,-77.6203,194056.2554,43.5846,31.7127
4.6485,7.9757,188.8876,-77.3644,194058.6535,43.7314,31.6739
2.1646,7.4791,191.3919,-78.0652,194055.5679,43.3766,31.5538
2.467,7.175,191.1174,-78.0207,194057.1059,43.6498,31.4934
3.9061,7.3865,188.414,-79.4351,194055.6087,43.411,31.63
0.1911,7.5765,188.4035,-78.1196,194056.2256,43.621,31.7132
0.7778,7.6005,186.8528,-78.282,194055.1531,43.6479,31.7463
2.4483,7.2585,189.512,-77.6737,194055.7385,43.5708,31.7879
224.5,8.288,1.2,-77.0,193672.0,41.6,30.82116
225.1,8.288,1.2,-82.0,193672.0,45.6,30.55303
